   SW   perc perc perc  query     position in query              matching   repeat        position in repeat
score   div. del. ins.  sequence  begin    end          (left)   repeat     class/family begin  end    (left)    ID
  302    0.0  0.0  0.0  seq_file    206315   206347 (14866076) + repeat6493 Unspecified      1     33    (0)   250 *
  300    0.0  0.0  0.0  seq_file    206322   206355 (14866068) + repeat5050 Unspecified      1     34    (0)   251 *
  286    8.1  0.0  0.0  seq_file    214630   214666 (14857757) + repeat5662 Unspecified      1     37    (0)   252  
  262    3.2  0.0  0.0  seq_file    214642   214672 (14857751) C repeat4548 Unspecified    (0)     31      1   253 *
  360    0.0  0.0  0.0  seq_file    214656   214695 (14857728) + repeat4    Unspecified      1     40    (0)   254  
  422   14.3  3.3  0.0  seq_file    217907   217997 (14854426) C repeat6199 Unspecified    (2)     94      1   255 *
  564    0.0  0.0  0.0  seq_file    217911   217980 (14854443) + repeat7206 Unspecified      1     70    (0)   256  
  268    0.0  0.0  0.0  seq_file    217978   218009 (14854414) C repeat4474 Unspecified    (2)     32      1   257 *
  337    0.0  0.0  0.0  seq_file    220761   220797 (14851626) + repeat5662 Unspecified      1     37    (0)   258  
  277    0.0  0.0  0.0  seq_file    220773   220803 (14851620) C repeat4548 Unspecified    (0)     31      1   259 *
  360    0.0  0.0  0.0  seq_file    220787   220826 (14851597) + repeat4    Unspecified      1     40    (0)   260  
  347   10.9  1.8  0.0  seq_file    222714   222768 (14849655) + repeat4326 Unspecified      1     56    (0)   261 *
  479   15.4  0.0  0.0  seq_file    222740   222817 (14849606) + repeat4948 Unspecified      8     85    (0)   262 *
  541   14.1  0.0  0.0  seq_file    222763   222847 (14849576) + repeat4948 Unspecified      1     85    (0)   263  
  532   14.1  0.0  0.0  seq_file    222778   222862 (14849561) + repeat4948 Unspecified      1     85    (0)   264 *
  536   12.1  0.0  0.0  seq_file    222793   222875 (14849548) + repeat4948 Unspecified      1     83    (2)   265  
  310   12.8  0.0  0.0  seq_file    222834   222880 (14849543) + repeat3930 Unspecified      1     47   (12)   266 *
  298    9.5  3.5  7.3  seq_file    222849   222905 (14849518) + repeat4228 Unspecified      1     55    (0)   267 *
  262   10.7  0.0  4.3  seq_file    222881   222929 (14849494) C repeat1012 Unspecified    (0)     47      1   268 *
  311    8.3  0.0  2.1  seq_file    222918   222966 (14849457) C repeat6049 Unspecified    (5)     48      1   269 *
  333   11.3  0.0  0.0  seq_file    222946   222998 (14849425) C repeat6049 Unspecified    (0)     53      1   270  
  283   13.4  7.5  0.0  seq_file    222969   223035 (14849388) + repeat5171 Unspecified      1     72    (0)   271 *
  347    6.5  0.0  0.0  seq_file    222981   223026 (14849397) C repeat1012 Unspecified    (1)     46      1   272  
  284   11.1  5.6  0.0  seq_file    222983   223036 (14849387) + repeat4243 Unspecified      1     57    (0)   273 *
  310    6.4 10.6  0.0  seq_file    223496   223542 (14848881) + repeat5734 Unspecified      1     52    (0)   274  
  294   16.0  0.0  0.0  seq_file    241632   241681 (14830742) + repeat4272 Unspecified      1     50    (3)   275  
  293    5.4  0.0  0.0  seq_file    247594   247630 (14824793) C repeat5662 Unspecified    (0)     37      1   276  
  234    9.1  0.0  0.0  seq_file    247602   247634 (14824789) C repeat2548 Unspecified    (0)     33      1   277 *
  296    5.6  0.0  0.0  seq_file    247723   247758 (14824665) + repeat5662 Unspecified      1     36    (1)   278  
  316    6.8  3.1  8.2  seq_file    250564   250627 (14821796) + repeat5516 Unspecified     25     85    (0)   279 *
  456   15.1  6.1  5.0  seq_file    250573   250670 (14821753) C repeat5514 Unspecified   (18)     99      1   280  
  335   14.2  0.0  9.4  seq_file    250627   250696 (14821727) + repeat5517 Unspecified      1     64    (0)   281 *
  293    0.0  0.0  0.0  seq_file    250824   250856 (14821567) + repeat2548 Unspecified      1     33    (0)   282  
  252    5.7  0.0  5.7  seq_file    250828   250864 (14821559) + repeat5662 Unspecified      1     35    (2)   283 *
  378    9.6  0.0  0.0  seq_file    256073   256124 (14816299) + repeat428  Unspecified     22     73    (9)   284  
  355    0.0  0.0  0.0  seq_file    256758   256797 (14815626) + repeat685  Unspecified      1     40    (0)   285  
  292    2.8  0.0  0.0  seq_file    256813   256848 (14815575) + repeat4817 Unspecified      1     36    (0)   286 *
  416    1.9  3.7  0.0  seq_file    256820   256873 (14815550) + repeat4492 Unspecified      1     56    (0)   287 *
  502    0.0  0.0  0.0  seq_file    256856   256910 (14815513) + repeat6    Unspecified      1     55    (0)   288  
  457    0.0  0.0  0.0  seq_file    256883   256932 (14815491) + repeat4604 Unspecified      1     50    (0)   289 *
  346    4.8  0.0  0.0  seq_file    256904   256945 (14815478) + repeat4819 Unspecified      1     42   (23)   290 *
  321   17.2  0.0  4.7  seq_file    259705   259771 (14812652) C repeat5517 Unspecified    (0)     64      1   291 *
  333   11.8  0.0  0.0  seq_file    259720   259770 (14812653) + repeat2169 Unspecified      1     51    (0)   292 *
  667   16.5  1.7  0.0  seq_file    259731   259845 (14812578) + repeat5514 Unspecified      1    117    (0)   293  
  558   18.1  0.0  4.3  seq_file    259897   260017 (14812406) C repeat5514 Unspecified    (1)    116      1   294  
  348   18.8  0.0  4.7  seq_file    259977   260043 (14812380) + repeat5517 Unspecified      1     64    (0)   295 *
  361    9.8  0.0  0.0  seq_file    259978   260028 (14812395) C repeat2169 Unspecified    (0)     51      1   296  
  286   15.9  0.0  0.0  seq_file    260547   260590 (14811833) + repeat6513 Unspecified      1     44    (0)   297 *
  358   22.5  1.1  2.2  seq_file    260558   260648 (14811775) + repeat6307 Unspecified      1     90    (0)   298 *
  512   14.9  2.1  0.0  seq_file    260585   260678 (14811745) + repeat7011 Unspecified      1     96    (0)   299  
  488   18.9  7.3  6.6  seq_file    260586   260721 (14811702) + repeat6490 Unspecified      2    138    (1)   300 *
  238   16.1  0.0  6.0  seq_file    261898   261950 (14810473) + repeat428  Unspecified     31     80    (2)   301 *
  268   11.4  0.0  4.5  seq_file    261898   261943 (14810480) + repeat3381 Unspecified     12     55    (1)   302  
  321    2.7  0.0  0.0  seq_file    263708   263744 (14808679) C repeat7293 Unspecified    (0)     37      1   303  
  301   14.3  0.0  0.0  seq_file    263712   263760 (14808663) C repeat2539 Unspecified    (0)     49      1   304 *
  350    2.5  0.0  0.0  seq_file    263713   263752 (14808671) + repeat4792 Unspecified      1     40    (0)   305 *
  530    1.6  0.0  0.0  seq_file    263723   263783 (14808640) C repeat6179 Unspecified    (0)     61      1   306  
  393   12.3  0.0  0.0  seq_file    263738   263794 (14808629) C repeat5071 Unspecified    (0)     57      1   307 *
  474    5.1  0.0  0.0  seq_file    263755   263813 (14808610) C repeat7002 Unspecified    (0)     59      1   308  
  342   12.9  2.9  0.0  seq_file    263797   263866 (14808557) + repeat2412 Unspecified      1     72    (0)   309 *
  499   10.3  0.0  0.0  seq_file    263833   263910 (14808513) C repeat6859 Unspecified    (0)     78      1   310  
  441   13.0  0.0  0.0  seq_file    263873   263941 (14808482) C repeat6823 Unspecified    (0)     69      1   311 *
  422    8.8  0.0  0.0  seq_file    263894   263950 (14808473) C repeat5399 Unspecified    (0)     57      1   312 *
  490    0.0  0.0  0.0  seq_file    263902   263958 (14808465) + repeat5389 Unspecified      1     57    (0)   313  
  390   10.2  0.0  0.0  seq_file    263919   263977 (14808446) + repeat2454 Unspecified      1     59    (0)   314 *
  443   11.9  0.0  0.0  seq_file    263953   264019 (14808404) + repeat2416 Unspecified      1     67   (31)   315  
  394   15.1  2.7  0.0  seq_file    263957   264029 (14808394) C repeat2461 Unspecified    (0)    156     82   316 *
  301    8.5  2.1  0.0  seq_file    268332   268378 (14804045) C repeat3163 Unspecified    (0)     48      1   317  
  291    0.0  0.0  0.0  seq_file    268368   268402 (14804021) + repeat1896 Unspecified      1     35    (0)   318 *
  338    2.1  2.1  0.0  seq_file    280519   280566 (14791857) + repeat945  Unspecified      1     49    (0)   319  
  283    5.3  3.5  1.7  seq_file    280526   280583 (14791840) + repeat917  Unspecified      1     59    (0)   320 *
  299    0.0  0.0  0.0  seq_file    280536   280577 (14791846) + repeat19   Unspecified      1     42    (0)   321  
  249    9.6  0.0 11.3  seq_file    280544   280602 (14791821) C repeat6049 Unspecified    (0)     53      1   322 *
  311    0.0  0.0  0.0  seq_file    280549   280591 (14791832) + repeat18   Unspecified      1     43    (0)   323 *
  368    4.0  0.0  0.0  seq_file    280555   280604 (14791819) + repeat17   Unspecified      1     50    (3)   324  
  257    5.3  3.5  1.7  seq_file    280565   280621 (14791802) + repeat917  Unspecified      2     59    (0)   325 *
  299    0.0  0.0  0.0  seq_file    280574   280615 (14791808) + repeat19   Unspecified      1     42    (0)   326  
  251    9.6  0.0 11.3  seq_file    280582   280640 (14791783) C repeat6049 Unspecified    (0)     53      1   327 *
  311    0.0  0.0  0.0  seq_file    280587   280629 (14791794) + repeat18   Unspecified      1     43    (0)   328 *
  368    4.0  0.0  0.0  seq_file    280593   280642 (14791781) + repeat17   Unspecified      1     50    (3)   329  
  257    5.3  3.5  1.7  seq_file    280603   280659 (14791764) + repeat917  Unspecified      2     59    (0)   330 *
  299    0.0  0.0  0.0  seq_file    280612   280653 (14791770) + repeat19   Unspecified      1     42    (0)   331  
  277    7.7  0.0 11.3  seq_file    280620   280678 (14791745) C repeat6049 Unspecified    (0)     53      1   332 *
  311    0.0  0.0  0.0  seq_file    280625   280667 (14791756) + repeat18   Unspecified      1     43    (0)   333 *
  413    1.9  0.0  0.0  seq_file    280631   280683 (14791740) + repeat17   Unspecified      1     53    (0)   334  
  321    3.6  3.6  0.0  seq_file    280641   280696 (14791727) + repeat917  Unspecified      2     59    (0)   335 *
  266    5.8  1.7 11.3  seq_file    280658   280715 (14791708) C repeat6049 Unspecified    (0)     53      1   336 *
  275    2.4  2.4  0.0  seq_file    280663   280704 (14791719) + repeat18   Unspecified      1     43    (0)   337 *
  338    2.1  2.1  0.0  seq_file    280670   280717 (14791706) + repeat945  Unspecified      1     49    (0)   338  
  283    5.3  3.5  1.7  seq_file    280677   280734 (14791689) + repeat917  Unspecified      1     59    (0)   339 *
  299    0.0  0.0  0.0  seq_file    280687   280728 (14791695) + repeat19   Unspecified      1     42    (0)   340  
  234   11.5  0.0 11.3  seq_file    280695   280753 (14791670) C repeat6049 Unspecified    (0)     53      1   341 *
  311    0.0  0.0  0.0  seq_file    280700   280742 (14791681) + repeat18   Unspecified      1     43    (0)   342 *
  351    6.0  0.0  0.0  seq_file    280706   280755 (14791668) + repeat17   Unspecified      1     50    (3)   343  
  272    5.3  3.5  1.7  seq_file    280716   280772 (14791651) + repeat917  Unspecified      2     59    (0)   344 *
  281    2.4  0.0  0.0  seq_file    280725   280766 (14791657) + repeat19   Unspecified      1     42    (0)   345 *
  297    4.7  0.0  0.0  seq_file    280738   280780 (14791643) + repeat18   Unspecified      1     43    (0)   346 *
  439    0.0  0.0  0.0  seq_file    280744   280796 (14791627) + repeat17   Unspecified      1     53    (0)   347  
  320    5.4  3.6  0.0  seq_file    280754   280809 (14791614) + repeat917  Unspecified      2     59    (0)   348 *
  291    3.9  1.7 11.3  seq_file    280771   280828 (14791595) C repeat6049 Unspecified    (0)     53      1   349 *
  371    3.9  1.9  0.0  seq_file    280782   280833 (14791590) + repeat17   Unspecified      1     53    (0)   350  
  343    3.5  3.5  0.0  seq_file    280790   280846 (14791577) + repeat917  Unspecified      1     59    (0)   351 *
  266    5.8  1.7 11.3  seq_file    280808   280865 (14791558) C repeat6049 Unspecified    (0)     53      1   352 *
  275    2.4  2.4  0.0  seq_file    280813   280854 (14791569) + repeat18   Unspecified      1     43    (0)   353 *
  338    2.1  2.1  0.0  seq_file    280820   280867 (14791556) + repeat945  Unspecified      1     49    (0)   354  
  283    5.3  3.5  1.7  seq_file    280827   280884 (14791539) + repeat917  Unspecified      1     59    (0)   355 *
  299    0.0  0.0  0.0  seq_file    280837   280878 (14791545) + repeat19   Unspecified      1     42    (0)   356  
  249    9.6  0.0 11.3  seq_file    280845   280903 (14791520) C repeat6049 Unspecified    (0)     53      1   357 *
  311    0.0  0.0  0.0  seq_file    280850   280892 (14791531) + repeat18   Unspecified      1     43    (0)   358 *
  368    4.0  0.0  0.0  seq_file    280856   280905 (14791518) + repeat17   Unspecified      1     50    (3)   359  
  257    5.3  3.5  1.7  seq_file    280866   280922 (14791501) + repeat917  Unspecified      2     59    (0)   360 *
  299    0.0  0.0  0.0  seq_file    280875   280916 (14791507) + repeat19   Unspecified      1     42    (0)   361  
  251    9.6  0.0 11.3  seq_file    280883   280941 (14791482) C repeat6049 Unspecified    (0)     53      1   362 *
  311    0.0  0.0  0.0  seq_file    280888   280930 (14791493) + repeat18   Unspecified      1     43    (0)   363 *
  368    4.0  0.0  0.0  seq_file    280894   280943 (14791480) + repeat17   Unspecified      1     50    (3)   364  
  257    5.3  3.5  1.7  seq_file    280904   280960 (14791463) + repeat917  Unspecified      2     59    (0)   365 *
  299    0.0  0.0  0.0  seq_file    280913   280954 (14791469) + repeat19   Unspecified      1     42    (0)   366  
  249    9.6  0.0 11.3  seq_file    280921   280979 (14791444) C repeat6049 Unspecified    (0)     53      1   367 *
  311    0.0  0.0  0.0  seq_file    280926   280968 (14791455) + repeat18   Unspecified      1     43    (0)   368 *
  368    4.0  0.0  0.0  seq_file    280932   280981 (14791442) + repeat17   Unspecified      1     50    (3)   369  
  257    5.3  3.5  1.7  seq_file    280942   280998 (14791425) + repeat917  Unspecified      2     59    (0)   370 *
  299    0.0  0.0  0.0  seq_file    280951   280992 (14791431) + repeat19   Unspecified      1     42    (0)   371  
  251    9.6  0.0 11.3  seq_file    280959   281017 (14791406) C repeat6049 Unspecified    (0)     53      1   372 *
  311    0.0  0.0  0.0  seq_file    280964   281006 (14791417) + repeat18   Unspecified      1     43    (0)   373 *
  368    4.0  0.0  0.0  seq_file    280970   281019 (14791404) + repeat17   Unspecified      1     50    (3)   374  
  257    5.3  3.5  1.7  seq_file    280980   281036 (14791387) + repeat917  Unspecified      2     59    (0)   375 *
  299    0.0  0.0  0.0  seq_file    280989   281030 (14791393) + repeat19   Unspecified      1     42    (0)   376  
  251    9.6  0.0 11.3  seq_file    280997   281055 (14791368) C repeat6049 Unspecified    (0)     53      1   377 *
  311    0.0  0.0  0.0  seq_file    281002   281044 (14791379) + repeat18   Unspecified      1     43    (0)   378 *
  368    4.0  0.0  0.0  seq_file    281008   281057 (14791366) + repeat17   Unspecified      1     50    (3)   379  
  257    5.3  3.5  1.7  seq_file    281018   281074 (14791349) + repeat917  Unspecified      2     59    (0)   380 *
  299    0.0  0.0  0.0  seq_file    281027   281068 (14791355) + repeat19   Unspecified      1     42    (0)   381  
  277    7.7  0.0 11.3  seq_file    281035   281093 (14791330) C repeat6049 Unspecified    (0)     53      1   382 *
  311    0.0  0.0  0.0  seq_file    281040   281082 (14791341) + repeat18   Unspecified      1     43    (0)   383 *
  413    1.9  0.0  0.0  seq_file    281046   281098 (14791325) + repeat17   Unspecified      1     53    (0)   384  
